encoding,config,opt_name,boundness,reason,proved
qf,cvc4_tplanes,AndOrXor:2247,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2247,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2247,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2263,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2263,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2263,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2264,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2264,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2264,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2265,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2265,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2265,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2284,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2284,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2284,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2285,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2285,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2285,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2297,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2297,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2297,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:230,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:230,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:230,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2367,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2367,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2367,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2416,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2416,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2416,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2417,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2417,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2417,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2429,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2429,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2429,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2430,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2430,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2430,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2443,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2443,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2443,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2453,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2453,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2453,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:2475,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2475,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2475,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2486,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2486,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2486,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2595,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2595,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2595,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2607,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2607,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2607,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2617,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2617,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2617,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2627,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2627,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2627,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2647,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2647,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2647,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2658,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2658,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2658,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:2663,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:2663,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:2663,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:270,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:270,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:270,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:273,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:273,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:273,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:280,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:280,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:280,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:287,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:287,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:287,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:290,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:290,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:290,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:298,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:298,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:298,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:363,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:363,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:363,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:364,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:364,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:364,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:516,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:516,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:516,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:523,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:523,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:523,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:530,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:530,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:530,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:537,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:537,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:537,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:698,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:698,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:698,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:709,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:709,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:709,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:716,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:716,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:716,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:732-1,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:732-1,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:732-1,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:732-2,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:732-2,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:732-2,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:745,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:745,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:745,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:757,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:757,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:757,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:794,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:794,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:794,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:819,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:819,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:819,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:827,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:827,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:827,unbounded,values,no
qf,cvc4_tplanes,AndOrXor:887-1,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:887-1,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:887-1,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:887-2,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:887-2,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:887-2,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:922,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:922,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:922,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:923,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:923,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:923,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:924,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:924,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:924,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:931,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:931,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:931,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:937,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:937,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:937,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:940,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:940,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:940,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:941,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:941,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:941,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:942,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:942,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:942,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:949,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:949,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:949,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:961,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:961,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:961,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:962,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:962,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:962,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:966,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:966,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:966,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:967,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:967,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:967,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:978,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:978,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:978,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:979,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:979,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:979,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:988,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:988,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:988,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:989,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:989,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:989,unbounded,values,yes
qf,cvc4_tplanes,AndOrXor:994,unbounded,poison,yes
qf,cvc4_tplanes,AndOrXor:994,unbounded,undef,yes
qf,cvc4_tplanes,AndOrXor:994,unbounded,values,yes
qf,cvc4_tplanes,InstCombineShift239,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift239,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift239,unbounded,values,no
qf,cvc4_tplanes,InstCombineShift279,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift279,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift279,unbounded,values,no
qf,cvc4_tplanes,InstCombineShift440,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift440,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift440,unbounded,values,no
qf,cvc4_tplanes,InstCombineShift476,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift476,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift476,unbounded,values,no
qf,cvc4_tplanes,InstCombineShift497a,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift497a,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift497a,unbounded,values,no
qf,cvc4_tplanes,InstCombineShift497b,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift497b,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift497b,unbounded,values,no
qf,cvc4_tplanes,InstCombineShift497c,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift497c,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift497c,unbounded,values,no
qf,cvc4_tplanes,InstCombineShift497d,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift497d,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift497d,unbounded,values,no
qf,cvc4_tplanes,InstCombineShift582,unbounded,poison,yes
qf,cvc4_tplanes,InstCombineShift582,unbounded,undef,yes
qf,cvc4_tplanes,InstCombineShift582,unbounded,values,no
qf,cvc4_tplanes,muldivrem:152,unbounded,poison,yes
qf,cvc4_tplanes,muldivrem:152,unbounded,undef,yes
qf,cvc4_tplanes,muldivrem:152,unbounded,values,yes
qf,cvc4_tplanes,muldivrem:229,unbounded,poison,yes
qf,cvc4_tplanes,muldivrem:229,unbounded,undef,yes
qf,cvc4_tplanes,muldivrem:229,unbounded,values,no
qf,cvc4_tplanes,muldivrem:239,unbounded,poison,yes
qf,cvc4_tplanes,muldivrem:239,unbounded,undef,yes
qf,cvc4_tplanes,muldivrem:239,unbounded,values,no
qf,cvc4_tplanes,muldivrem:290:292,unbounded,poison,yes
qf,cvc4_tplanes,muldivrem:290:292,unbounded,undef,yes
qf,cvc4_tplanes,muldivrem:290:292,unbounded,values,no
qf,cvc4_tplanes,muldivrem:876,unbounded,poison,yes
qf,cvc4_tplanes,muldivrem:876,unbounded,undef,yes
qf,cvc4_tplanes,muldivrem:876,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1040,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1040,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1040,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1043,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1043,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1043,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1164,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1164,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1164,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AddSub:1165,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1165,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1165,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AddSub:1176,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1176,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1176,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AddSub:1202,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1202,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1202,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1295,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1295,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1295,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1539-2,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1539-2,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1539-2,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AddSub:1560,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1560,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1560,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1564,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1564,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1564,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1574,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1574,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1574,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AddSub:1599,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1599,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1599,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1604,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1604,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1604,unbounded,values,no
qf,cvc4_tplanes_cbqi,AddSub:1614,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1614,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1614,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AddSub:1619,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1619,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1619,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AddSub:1624,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AddSub:1624,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AddSub:1624,unbounded,values,no
qf,cvc4_tplanes_cbqi,AndOrXor:1006,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1006,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1006,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1007,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1007,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1007,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1012,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1012,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1012,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1288,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1288,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1288,unbounded,values,no
qf,cvc4_tplanes_cbqi,AndOrXor:135,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:135,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:135,unbounded,values,no
qf,cvc4_tplanes_cbqi,AndOrXor:144,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:144,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:144,unbounded,values,no
qf,cvc4_tplanes_cbqi,AndOrXor:151,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:151,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:151,unbounded,values,no
qf,cvc4_tplanes_cbqi,AndOrXor:1683-1,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1683-1,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1683-1,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1683-2,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1683-2,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1683-2,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1704,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1704,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1704,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1705,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1705,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1705,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1733,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1733,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1733,unbounded,values,no
qf,cvc4_tplanes_cbqi,AndOrXor:1740,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1740,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1740,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1795,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1795,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1795,unbounded,values,no
qf,cvc4_tplanes_cbqi,AndOrXor:1818,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1818,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1818,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1819,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1819,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1819,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1820,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1820,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1820,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1827,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1827,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1827,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1828,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1828,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1828,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1829,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1829,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1829,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1831,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1831,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1831,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1832,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1832,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1832,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1833,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1833,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1833,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1844,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1844,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1844,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1849,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1849,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1849,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1850,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1850,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1850,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1864,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1864,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1864,unbounded,values,no
qf,cvc4_tplanes_cbqi,AndOrXor:1869,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1869,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1869,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1870,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1870,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1870,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1879,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1879,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1879,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1880,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1880,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1880,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1884,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1884,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1884,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1885,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1885,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1885,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1894,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1894,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1894,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1895,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1895,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1895,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1899,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1899,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1899,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1900,unbounded,poison,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1900,unbounded,undef,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1900,unbounded,values,yes
qf,cvc4_tplanes_cbqi,AndOrXor:1979,unbounded,poison,yes
